ville,pays,region,geonameid
Varkala,India,Kerala,1253392
Vaikam,India,Kerala,1253544
Thiruvananthapuram,India,Kerala,1254163
Thrissur,India,Kerala,1254187
Tiruvalla,India,Kerala,1254335
Tirur,India,Kerala,1254346
Tellicherry,India,Kerala,1254780
Talipparamba,India,Kerala,1255121
Shōranūr,India,Kerala,1256432
Shertallai,India,Kerala,1256558
Kollam,India,Kerala,1259091
Punalūr,India,Kerala,1259243
Ponnāni,India,Kerala,1259411
Piravam,India,Kerala,1259541
Perumpāvūr,India,Kerala,1259857
Payyannūr,India,Kerala,1259994
Pathanāmthitta,India,Kerala,1260138
Pariyāpuram,India,Kerala,1260304
Paravūr Tekkumbhāgam,India,Kerala,1260354
Pāppinisshēri,India,Kerala,1260406
Ponmana,India,Kerala,1260456
Palakkad,India,Kerala,1260728
Ottappālam,India,Kerala,1261008
Nīlēshwar,India,Kerala,1261394
Neyyāttinkara,India,Kerala,1261470
Nedumangād,India,Kerala,1261553
Naduvannūr,India,Kerala,1262285
Nādāpuram,India,Kerala,1262302
Mūvattupula,India,Kerala,1262338
Munnar,India,Kerala,1262463
Muluppilagadu,India,Kerala,1262566
Mavoor,India,Kerala,1263280
Māvelikara,India,Kerala,1263285
Mattanur,India,Kerala,1263331
Marayur,India,Kerala,1263566
Mannārakkāt,India,Kerala,1263661
Manjeri,India,Kerala,1263694
Malappuram,India,Kerala,1264154
Mahē,India,Kerala,1264403
Kuttampuzha,India,Kerala,1265401
Kutiatodu,India,Kerala,1265418
Kunnamkulam,India,Kerala,1265579
Kunnamangalam,India,Kerala,1265580
Kozhikode,India,Kerala,1265873
Kottayam,India,Kerala,1265911
Kotamangalam,India,Kerala,1266031
Kodungallūr,India,Kerala,1266385
Kizhake Chālakudi,India,Kerala,1266452
Kāyankulam,India,Kerala,1267360
Kattanam,India,Kerala,1267435
Kāsaragod,India,Kerala,1267616
Kānnangād,India,Kerala,1268015
Kalpatta,India,Kerala,1268327
Irinjālakuda,India,Kerala,1269693
Iringal,India,Kerala,1269694
Guruvāyūr,India,Kerala,1270603
Ferokh,India,Kerala,1271888
Erāttupetta,India,Kerala,1272022
Elūr,India,Kerala,1272052
Dharmadam,India,Kerala,1272856
Cochin,India,Kerala,1273874
Chittūr,India,Kerala,1274032
Chengannūr,India,Kerala,1274428
Chetwayi,India,Kerala,1274468
Changanācheri,India,Kerala,1274664
Kannur,India,Kerala,1274987
Beypore,India,Kerala,1276378
Badagara,India,Kerala,1278023
Attingal,India,Kerala,1278176
Arukutti,India,Kerala,1278345
Angamāli,India,Kerala,1278602
Alwaye,India,Kerala,1278941
Alappuzha,India,Kerala,1278985
Adūr,India,Kerala,1279323
Aluva,India,Kerala,7279600
Muvattupuzha,India,Kerala,7279735
Perumbavoor,India,Kerala,7279739
Cherpulassery,India,Kerala,8504418
Kumbalam,India,Kerala,10627510
Aroor,India,Kerala,10628607
Kadakkavoor,India,Kerala,10628608
Kalavoor,India,Kerala,10629189
Kalamassery,India,Kerala,10630431
Cherthala,India,Kerala,10792588
Azhiyūr,India,Kerala,10924927
Alangad,India,Kerala,11184118
Kanayannur,India,Kerala,12501153
Port-aux-Français,French Southern Territories,Kerguelen,1546102
Kericho,Kenya,Kericho,192900
Zarand,Iran,Kerman,111421
Sirjan,Iran,Kerman,114259
Shahr-e Bābak,Iran,Kerman,115781
Rāvar,Iran,Kerman,118704
Rafsanjān,Iran,Kerman,118994
Bardsīr,Iran,Kerman,124647
Kerman,Iran,Kerman,128234
Bam,Iran,Kerman,141736
Kahrīz,Iran,Kermānshāh,23814
Sonqor,Iran,Kermānshāh,114049
Sarpol-e Z̄ahāb,Iran,Kermānshāh,120931
Pāveh,Iran,Kermānshāh,121240
Kermanshah,Iran,Kermānshāh,128226
Kangāvar,Iran,Kermānshāh,128831
Javānrūd,Iran,Kermānshāh,130245
Harsīn,Iran,Kermānshāh,131962
Kyrenia,Cyprus,Keryneia,146412
Mochudi,Botswana,Kgatleng,933340
Vyazemskiy,Russia,Khabarovsk,2013229
Komsomolsk-on-Amur,Russia,Khabarovsk,2021851
Khabarovsk,Russia,Khabarovsk,2022890
Bikin,Russia,Khabarovsk,2026696
Amursk,Russia,Khabarovsk,2027749
Khabarovsk Vtoroy,Russia,Khabarovsk,2056752
Vanino,Russia,Khabarovsk,2119932
Sovetskaya Gavan’,Russia,Khabarovsk,2121052
Nikolayevsk-on-Amure,Russia,Khabarovsk,2122850
Sayanogorsk,Russia,Khakasiya Republic,1492893
Chernogorsk,Russia,Khakasiya Republic,1508054
Abaza,Russia,Khakasiya Republic,1512205
Abakan,Russia,Khakasiya Republic,1512236
Thakhèk,Laos,Khammouan,1655199
Uray,Russia,Khanty-Mansia,1488429
Surgut,Russia,Khanty-Mansia,1490624
Sovetskiy,Russia,Khanty-Mansia,1491230
Poykovskiy,Russia,Khanty-Mansia,1494276
Nyagan,Russia,Khanty-Mansia,1496476
Nizhnevartovsk,Russia,Khanty-Mansia,1497543
Nefteyugansk,Russia,Khanty-Mansia,1497917
Megion,Russia,Khanty-Mansia,1499053
Yugorsk,Russia,Khanty-Mansia,1502725
Khanty-Mansiysk,Russia,Khanty-Mansia,1503772
Beloyarskiy,Russia,Khanty-Mansia,1510450
Raduzhny,Russia,Khanty-Mansia,1540356
Lyantor,Russia,Khanty-Mansia,1541359
Kogalym,Russia,Khanty-Mansia,6695754
Pyt-Yakh,Russia,Khanty-Mansia,6696686
Langepas,Russia,Khanty-Mansia,6696767
Nizhnesortymskiy,Russia,Khanty-Mansia,7287775
Pokachi,Russia,Khanty-Mansia,7289676
Izluchinsk,Russia,Khanty-Mansia,7290697
Fedorovskiy,Russia,Khanty-Mansia,11886891
Vovchansk,Ukraine,Kharkiv,689304
Pervomaiskyi,Ukraine,Kharkiv,697576
Merefa,Ukraine,Kharkiv,701347
Lyubotyn,Ukraine,Kharkiv,702417
Lozova,Ukraine,Kharkiv,702760
Kupiansk,Ukraine,Kharkiv,703656
Krasnohrad,Ukraine,Kharkiv,704388
Kivsharivka,Ukraine,Kharkiv,704608
Slobozhans’ke,Ukraine,Kharkiv,705183
Kharkiv,Ukraine,Kharkiv,706483
Izium,Ukraine,Kharkiv,707292
Derhachi,Ukraine,Kharkiv,710098
Chuhuiv,Ukraine,Kharkiv,710374
Bohodukhiv,Ukraine,Kharkiv,711894
Balakliia,Ukraine,Kharkiv,712926
Omdurman,Sudan,Khartoum,365137
Khartoum,Sudan,Khartoum,379252
Yovon,Tajikistan,Khatlon,1220112
Hulbuk,Tajikistan,Khatlon,1220163
Vakhsh,Tajikistan,Khatlon,1220219
Bokhtar,Tajikistan,Khatlon,1220747
Farkhor,Tajikistan,Khatlon,1220826
Norak,Tajikistan,Khatlon,1220905
Kŭlob,Tajikistan,Khatlon,1221194
Kolkhozobod,Tajikistan,Khatlon,1221259
Danghara,Tajikistan,Khatlon,1221965
Chubek,Tajikistan,Khatlon,1221997
Moskovskiy,Tajikistan,Khatlon,8416817
Khenchela,Algeria,Khenchela,2491889
Oleshky,Ukraine,Kherson,691037
Skadovsk,Ukraine,Kherson,693709
Nova Kakhovka,Ukraine,Kherson,699839
Kherson,Ukraine,Kherson,706448
Kakhovka,Ukraine,Kherson,707244
Henichesk,Ukraine,Kherson,708878
Volochysk,Ukraine,Khmelnytskyi,689159
Starokostyantyniv,Ukraine,Khmelnytskyi,692818
Slavuta,Ukraine,Khmelnytskyi,693581
Shepetivka,Ukraine,Khmelnytskyi,694216
Polonne,Ukraine,Khmelnytskyi,696660
Netishyn,Ukraine,Khmelnytskyi,700261
Krasyliv,Ukraine,Khmelnytskyi,704492
Khmelnytskyi,Ukraine,Khmelnytskyi,706369
Kamianets-Podilskyi,Ukraine,Khmelnytskyi,706950
Iziaslav,Ukraine,Khmelnytskyi,707296
Horodok,Ukraine,Khmelnytskyi,707752
Dunayivtsi,Ukraine,Khmelnytskyi,709429
Windhoek,Namibia,Khomas,3352136
Katutura,Namibia,Khomas,3356294
Khon Kaen,Thailand,Khon Kaen,1609776
Chum Phae,Thailand,Khon Kaen,1611026
Ban Phai,Thailand,Khon Kaen,1614455
Khōst,Afghanistan,Khowst,1136469
Sātkhira,Bangladesh,Khulna,1185111
Morrelgonj,Bangladesh,Khulna,1185167
Kushtia,Bangladesh,Khulna,1185191
Kālīganj,Bangladesh,Khulna,1185199
Jhingergācha,Bangladesh,Khulna,1185204
Sarankhola,Bangladesh,Khulna,1185239
Bhātpāra Abhaynagar,Bangladesh,Khulna,1185260
Bherāmāra,Bangladesh,Khulna,1185262
Kālia,Bangladesh,Khulna,1185272
Bagerhat,Bangladesh,Khulna,1185281
Narail,Bangladesh,Khulna,1185293
Phultala,Bangladesh,Khulna,1191139
Kesabpur,Bangladesh,Khulna,1197895
Uttar Char Fasson,Bangladesh,Khulna,1205481
Khulna,Bangladesh,Khulna,1336135
Jessore,Bangladesh,Khulna,1336140
Shūshtar,Iran,Khuzestan,114584
Shūsh,Iran,Khuzestan,114593
Shādegān,Iran,Khuzestan,116102
Rāmshīr,Iran,Khuzestan,118805
Rāmhormoz,Iran,Khuzestan,118826
Omīdīyeh,Iran,Khuzestan,121861
Masjed Soleymān,Iran,Khuzestan,124620
Khorramshahr,Iran,Khuzestan,127319
Sūsangerd,Iran,Khuzestan,137268
Behbahān,Iran,Khuzestan,140951
Ahvaz,Iran,Khuzestan,144448
Aghajari,Iran,Khuzestan,144696
Abadan,Iran,Khuzestan,145459
Zaida,Pakistan,Khyber Pakhtunkhwa,1162261
Utmanzai,Pakistan,Khyber Pakhtunkhwa,1162855
Tordher,Pakistan,Khyber Pakhtunkhwa,1163198
Topi,Pakistan,Khyber Pakhtunkhwa,1163224
Tank,Pakistan,Khyber Pakhtunkhwa,1163905
Tangi,Pakistan,Khyber Pakhtunkhwa,1163927
Thal,Pakistan,Khyber Pakhtunkhwa,1164076
Swabi,Pakistan,Khyber Pakhtunkhwa,1164216
Shorkot,Pakistan,Khyber Pakhtunkhwa,1164987
Shabqadar,Pakistan,Khyber Pakhtunkhwa,1165744
Sarai Naurang,Pakistan,Khyber Pakhtunkhwa,1166066
Peshawar,Pakistan,Khyber Pakhtunkhwa,1168197
Paharpur,Pakistan,Khyber Pakhtunkhwa,1168633
Pabbi,Pakistan,Khyber Pakhtunkhwa,1168680
Mingora,Pakistan,Khyber Pakhtunkhwa,1170395
Mardan,Pakistan,Khyber Pakhtunkhwa,1170880
Mansehra,Pakistan,Khyber Pakhtunkhwa,1170951
Lakki,Pakistan,Khyber Pakhtunkhwa,1172339
Lachi,Pakistan,Khyber Pakhtunkhwa,1172513
Kulachi,Pakistan,Khyber Pakhtunkhwa,1172779
Kohat,Pakistan,Khyber Pakhtunkhwa,1173491
Khalabat,Pakistan,Khyber Pakhtunkhwa,1174301
Havelian,Pakistan,Khyber Pakhtunkhwa,1176995
Haripur,Pakistan,Khyber Pakhtunkhwa,1177107
Hangu,Pakistan,Khyber Pakhtunkhwa,1177203
Upper Dir,Pakistan,Khyber Pakhtunkhwa,1179757
Dera Ismail Khan,Pakistan,Khyber Pakhtunkhwa,1180281
Charsadda,Pakistan,Khyber Pakhtunkhwa,1181439
Bat Khela,Pakistan,Khyber Pakhtunkhwa,1183090
Battagram,Pakistan,Khyber Pakhtunkhwa,1183105
Bannu,Pakistan,Khyber Pakhtunkhwa,1183460
Aman Garh,Pakistan,Khyber Pakhtunkhwa,1184569
Akora,Pakistan,Khyber Pakhtunkhwa,1184752
Abbottabad,Pakistan,Khyber Pakhtunkhwa,1185056
Nowshera Cantonment,Pakistan,Khyber Pakhtunkhwa,1341204
Risalpur Cantonment,Pakistan,Khyber Pakhtunkhwa,1448637
Ninh Hòa,Vietnam,Khánh Hòa,1571951
Nha Trang,Vietnam,Khánh Hòa,1572151
Cam Ranh,Vietnam,Khánh Hòa,1586350
Mörön,Mongolia,Khövsgöl Province,2029945
Ruiru,Kenya,Kiambu,181032
Limuru,Kenya,Kiambu,189386
Kikuyu,Kenya,Kiambu,192126
Kiambu,Kenya,Kiambu,192710
Kičevo,North Macedonia,Kichevo,789527
Yahotyn,Ukraine,Kiev,688587
Vyshhorod,Ukraine,Kiev,688723
Vyshneve,Ukraine,Kiev,689487
Vasylkiv,Ukraine,Kiev,690412
Skvyra,Ukraine,Kiev,693615
Pereiaslav,Ukraine,Kiev,697637
Obukhiv,Ukraine,Kiev,698782
Irpin,Ukraine,Kiev,707565
Hostomel,Ukraine,Kiev,708251
Fastiv,Ukraine,Kiev,709248
Bucha,Ukraine,Kiev,711350
Brovary,Ukraine,Kiev,711390
Boiarka,Ukraine,Kiev,711515
Boryspil,Ukraine,Kiev,711660
Bohuslav,Ukraine,Kiev,711867
Bila Tserkva,Ukraine,Kiev,712165
Berezan,Ukraine,Kiev,712389
Slavutych,Ukraine,Kiev,6930327
Kigali,Rwanda,Kigali,202061
Uvinza,Tanzania,Kigoma,149050
Nguruka,Tanzania,Kigoma,151567
Mwandiga,Tanzania,Kigoma,153709
Kigoma,Tanzania,Kigoma,157738
Kibondo,Tanzania,Kigoma,157960
Kasulu,Tanzania,Kigoma,158214
Kakonko,Tanzania,Kigoma,158563
Malindi,Kenya,Kilifi,187968
Kilifi,Kenya,Kilifi,192067
Same,Tanzania,Kilimanjaro,150276
Moshi,Tanzania,Kilimanjaro,153209
Lembeni,Tanzania,Kilimanjaro,156025
Hedaru,Tanzania,Kilimanjaro,159647
Kilis,Turkey,Kilis,307864
Télimélé,Guinea,Kindia,2414926
Kindia,Guinea,Kindia,2419533
Coyah,Guinea,Kindia,2422457
Kingston,Jamaica,Kingston,3489854
Kinshasa,Democratic Republic of the Congo,Kinshasa,2314302
Masina,Democratic Republic of the Congo,Kinshasa,2593460
Kerugoya,Kenya,Kirinyaga,192859
Kirkuk,Iraq,Kirkuk,94787
Yaransk,Russia,Kirov Oblast,469005
Vyatskiye Polyany,Russia,Kirov Oblast,470734
Sovetsk,Russia,Kirov Oblast,490067
Slobodskoy,Russia,Kirov Oblast,491882
Omutninsk,Russia,Kirov Oblast,515267
Kotel’nich,Russia,Kirov Oblast,543737
Kirovo-Chepetsk,Russia,Kirov Oblast,548395
Kirov,Russia,Kirov Oblast,548408
Znamyanka,Ukraine,Kirovohrad,686919
Svitlovodsk,Ukraine,Kirovohrad,692087
Oleksandriya,Ukraine,Kirovohrad,698625
Novoukrayinka,Ukraine,Kirovohrad,699078
Kropyvnytskyy,Ukraine,Kirovohrad,705812
Dolynska,Ukraine,Kirovohrad,709782
Ogembo,Kenya,Kisii,182498
Kisii,Kenya,Kisii,191299
Muhoroni,Kenya,Kisumu,185939
Kisumu,Kenya,Kisumu,191245
Kitui,Kenya,Kitui,191038
Ebebiyin,Equatorial Guinea,Kié-Ntem,2309332
Rạch Giá,Vietnam,Kiến Giang,1568510
Hà Tiên,Vietnam,Kiến Giang,1581052
Phú Quốc,Vietnam,Kiến Giang,12253704
Palanga,Lithuania,Klaipėda County,596238
Kretinga,Lithuania,Klaipėda County,597989
Klaipėda,Lithuania,Klaipėda County,598098
Gargždai,Lithuania,Klaipėda County,599506
Körfez,Turkey,Kocaeli,737961
Karamürsel,Turkey,Kocaeli,744168
İzmit,Turkey,Kocaeli,745028
Gölcük,Turkey,Kocaeli,746666
Gebze,Turkey,Kocaeli,747014
Derince,Turkey,Kocaeli,748208
Kochani,North Macedonia,Kochani,789403
Susaki,Japan,Kochi,1851390
Sukumo,Japan,Kochi,1851462
Nakamura,Japan,Kochi,1855891
Muroto-misakicho,Japan,Kochi,1856392
Kochi,Japan,Kochi,1859146
Ino,Japan,Kochi,1861584
Aki,Japan,Kochi,1865449
Okene,Nigeria,Kogi,2327220
Ogaminana,Nigeria,Kogi,2327827
Lokoja,Nigeria,Kogi,2331939
Kabba,Nigeria,Kogi,2335843
Isanlu-Itedoijowa,Nigeria,Kogi,2337235
Idah,Nigeria,Kogi,2339156
Egbe,Nigeria,Kogi,2343943
Ajaokuta,Nigeria,Kogi,2351470
Koh Kong,Cambodia,Koh Kong,1830468
Smach Mean Chey,Cambodia,Koh Kong,8740221
Yasuj,Iran,Kohgiluyeh and Boyer-Ahmad,66093
Dogonbadan,Iran,Kohgiluyeh and Boyer-Ahmad,136014
Dehdasht,Iran,Kohgiluyeh and Boyer-Ahmad,136987
Vélingara,Senegal,Kolda,2244177
Kolda,Senegal,Kolda,2249782
Yemva,Russia,Komi,467525
Ukhta,Russia,Komi,479411
Syktyvkar,Russia,Komi,485239
Sosnogorsk,Russia,Komi,490391
Pechora,Russia,Komi,511794
Ezhva,Russia,Komi,563379
Usinsk,Russia,Komi,863061
Vorkuta,Russia,Komi,1486910
Vorgashor,Russia,Komi,1486913
Tatabánya,Hungary,Komárom-Esztergom,3044082
Tata,Hungary,Komárom-Esztergom,3044083
Oroszlány,Hungary,Komárom-Esztergom,3046888
Komárom,Hungary,Komárom-Esztergom,3049519
Esztergom,Hungary,Komárom-Esztergom,3053163
Kon Tum,Vietnam,Kon Tum,1578500
Seydişehir,Turkey,Konya,301010
Kulu,Turkey,Konya,305742
Konya,Turkey,Konya,306571
Karapınar,Turkey,Konya,309415
Kadınhanı,Turkey,Konya,310907
Ilgın,Turkey,Konya,311553
Hadim,Turkey,Konya,312899
Ereğli,Turkey,Konya,315498
Çumra,Turkey,Konya,317844
Beyşehir,Turkey,Konya,321191
Akşehir,Turkey,Konya,324490
Koper,Slovenia,Koper-Capodistria,3197753
Saqqez,Iran,Kordestān,117392
Sanandaj,Iran,Kordestān,117574
Qorveh,Iran,Kordestān,119161
Marīvān,Iran,Kordestān,124778
Kāmyārān,Iran,Kordestān,128905
Bījār,Iran,Kordestān,140521
Bāneh,Iran,Kordestān,141584
Pogradec,Albania,Korçë County,781988
Korçë,Albania,Korçë County,782756
Volgorechensk,Russia,Kostroma Oblast,472750
Shar’ya,Russia,Kostroma Oblast,495619
Nerekhta,Russia,Kostroma Oblast,522594
Manturovo,Russia,Kostroma Oblast,529505
Kostroma,Russia,Kostroma Oblast,543878
Galich,Russia,Kostroma Oblast,562161
Buy,Russia,Kostroma Oblast,570508
Hrazdan,Armenia,Kotayk,616629
Ch’arents’avan,Armenia,Kotayk,616785
Abovyan,Armenia,Kotayk,617026
Dogbo,Benin,Kouffo,2394545
Aplahoué,Benin,Kouffo,2395568
Koulikoro,Mali,Koulikoro,2454530
Kolokani,Mali,Koulikoro,2454955
Kati,Mali,Koulikoro,2455558
Kangaba,Mali,Koulikoro,2455735
Banamba,Mali,Koulikoro,2460546
Koungou,Mayotte,Koungou,1090225
Kowloon,Hong Kong,Kowloon City,1819609
Trebišov,Slovakia,Košický kraj,723358
Spišská Nová Ves,Slovakia,Košický kraj,723526
Rožňava,Slovakia,Košický kraj,723713
Michalovce,Slovakia,Košický kraj,724144
Košice,Slovakia,Košický kraj,724443
Krabi,Thailand,Krabi,1152633
Kranj,Slovenia,Kranj,3197378
Yeysk,Russia,Krasnodar Krai,466885
Yelizavetinskaya,Russia,Krasnodar Krai,467854
Vyselki,Russia,Krasnodar Krai,470338
Ust’-Labinsk,Russia,Krasnodar Krai,478044
Tuapse,Russia,Krasnodar Krai,480716
Timashyovsk,Russia,Krasnodar Krai,482965
Tikhoretsk,Russia,Krasnodar Krai,483029
Temryuk,Russia,Krasnodar Krai,483661
Tbilisskaya,Russia,Krasnodar Krai,483883
Staroshcherbinovskaya,Russia,Krasnodar Krai,488635
Starominskaya,Russia,Krasnodar Krai,488742
Sochi,Russia,Krasnodar Krai,491422
Slavyansk-na-Kubani,Russia,Krasnodar Krai,492094
Severskaya,Russia,Krasnodar Krai,496267
Primorsko-Akhtarsk,Russia,Krasnodar Krai,505259
Pavlovskaya,Russia,Krasnodar Krai,512051
Pashkovskiy,Russia,Krasnodar Krai,512382
Otradnaya,Russia,Krasnodar Krai,513911
Novotitarovskaya,Russia,Krasnodar Krai,517842
Novorossiysk,Russia,Krasnodar Krai,518255
Novopokrovskaya,Russia,Krasnodar Krai,518325
Novokubansk,Russia,Krasnodar Krai,518682
Mostovskoy,Russia,Krasnodar Krai,524809
Medvedovskaya,Russia,Krasnodar Krai,527968
Leningradskaya,Russia,Krasnodar Krai,536200
Lazarevskoye,Russia,Krasnodar Krai,536625
Labinsk,Russia,Krasnodar Krai,537281
Kushchyovskaya,Russia,Krasnodar Krai,538416
Kurganinsk,Russia,Krasnodar Krai,538836
Kudepsta,Russia,Krasnodar Krai,539907
Krymsk,Russia,Krasnodar Krai,540251
Kropotkin,Russia,Krasnodar Krai,540761
Krasnodar,Russia,Krasnodar Krai,542420
Krasnoarmeyskaya,Russia,Krasnodar Krai,542461
Korenovsk,Russia,Krasnodar Krai,544896
Khosta,Russia,Krasnodar Krai,549424
Kholmskiy,Russia,Krasnodar Krai,549741
Khadyzhensk,Russia,Krasnodar Krai,550846
Kanevskaya,Russia,Krasnodar Krai,553152
Il’skiy,Russia,Krasnodar Krai,556951
Gul’kevichi,Russia,Krasnodar Krai,558066
Goryachiy Klyuch,Russia,Krasnodar Krai,559317
Gelendzhik,Russia,Krasnodar Krai,561667
Dinskaya,Russia,Krasnodar Krai,566181
Bryukhovetskaya,Russia,Krasnodar Krai,571420
Belorechensk,Russia,Krasnodar Krai,577893
Belaya Glina,Russia,Krasnodar Krai,578169
Armavir,Russia,Krasnodar Krai,580922
Apsheronsk,Russia,Krasnodar Krai,581313
Anapa,Russia,Krasnodar Krai,582182
Akhtyrskiy,Russia,Krasnodar Krai,583785
Afipskiy,Russia,Krasnodar Krai,584126
Adler,Russia,Krasnodar Krai,584243
Abinsk,Russia,Krasnodar Krai,584441
Dagomys,Russia,Krasnodar Krai,823674
Yeniseysk,Russia,Krasnoyarsk Krai,1485997
Uzhur,Russia,Krasnoyarsk Krai,1487882
Zelenogorsk,Russia,Krasnoyarsk Krai,1488253
Talnakh,Russia,Krasnoyarsk Krai,1490256
Sosnovoborsk,Russia,Krasnoyarsk Krai,1491291
Shushenskoye,Russia,Krasnoyarsk Krai,1491953
Sharypovo,Russia,Krasnoyarsk Krai,1492401
Norilsk,Russia,Krasnoyarsk Krai,1497337
Nazarovo,Russia,Krasnoyarsk Krai,1497951
Minusinsk,Russia,Krasnoyarsk Krai,1498693
Lesosibirsk,Russia,Krasnoyarsk Krai,1500607
Krasnoyarsk,Russia,Krasnoyarsk Krai,1502026
Kodinsk,Russia,Krasnoyarsk Krai,1503037
Kayyerkan,Russia,Krasnoyarsk Krai,1504139
Kansk,Russia,Krasnoyarsk Krai,1504682
Ilanskiy,Russia,Krasnoyarsk Krai,1505933
Dudinka,Russia,Krasnoyarsk Krai,1507116
Divnogorsk,Russia,Krasnoyarsk Krai,1507379
Borodino,Russia,Krasnoyarsk Krai,1508943
Bogotol,Russia,Krasnoyarsk Krai,1509852
Berëzovka,Russia,Krasnoyarsk Krai,1510255
Achinsk,Russia,Krasnoyarsk Krai,1512165
Zheleznogorsk,Russia,Krasnoyarsk Krai,1538635
Kratié,Cambodia,Kratie,1830564
Kriva Palanka,North Macedonia,Kriva Palanka,789045
Växjö,Sweden,Kronoberg,2663536
Ljungby,Sweden,Kronoberg,2694560
Dvůr Králové nad Labem,Czechia,Královéhradecký kraj,3061284
Trutnov,Czechia,Královéhradecký kraj,3063907
Náchod,Czechia,Královéhradecký kraj,3070122
Jičín,Czechia,Královéhradecký kraj,3074204
Hradec Králové,Czechia,Královéhradecký kraj,3074967
Kuala Lumpur,Malaysia,Kuala Lumpur,1735161
Ampang,Malaysia,Kuala Lumpur,1735168
Włocławek,Poland,Kujawsko-Pomorskie,3081741
Toruń,Poland,Kujawsko-Pomorskie,3083271
Świecie,Poland,Kujawsko-Pomorskie,3084074
Solec Kujawski,Poland,Kujawsko-Pomorskie,3085172
Rypin,Poland,Kujawsko-Pomorskie,3086511
Nakło nad Notecią,Poland,Kujawsko-Pomorskie,3091150
Inowrocław,Poland,Kujawsko-Pomorskie,3097872
Grudziądz,Poland,Kujawsko-Pomorskie,3098218
Fordon,Poland,Kujawsko-Pomorskie,3099654
Chełmża,Poland,Kujawsko-Pomorskie,3101787
Chełmno,Poland,Kujawsko-Pomorskie,3101795
Bydgoszcz,Poland,Kujawsko-Pomorskie,3102014
Brodnica,Poland,Kujawsko-Pomorskie,3102627
Kukës,Albania,Kukës County,782661
Honmachi,Japan,Kumamoto,1848445
Yamaga,Japan,Kumamoto,1848705
Uto,Japan,Kumamoto,1849069
Ushibukamachi,Japan,Kumamoto,1849154
Uekimachi-mōno,Japan,Kumamoto,1849424
Tamana,Japan,Kumamoto,1850745
Ōzu,Japan,Kumamoto,1853433
Nagasu,Japan,Kumamoto,1856120
Minamata,Japan,Kumamoto,1857208
Mifune,Japan,Kumamoto,1857343
Matsubase,Japan,Kumamoto,1857560
Kumamoto,Japan,Kumamoto,1858421
Kikuchi,Japan,Kumamoto,1859492
Hondomachi-hondo,Japan,Kumamoto,1862230
Hitoyoshi,Japan,Kumamoto,1862352
Aso,Japan,Kumamoto,6324583
Amakusa,Japan,Kumamoto,7424125
Arao,Japan,Kumamoto,11274040
Kōshi,Japan,Kumamoto,11612553
Uki,Japan,Kumamoto,11612554
Kumanovo,North Macedonia,Kumanovo,788886
Āsmār,Afghanistan,Kunar,1148205
Asadābād,Afghanistan,Kunar,1148311
Qarāwul,Afghanistan,Kunduz,1129648
Kunduz,Afghanistan,Kunduz,1135689
Khanabad,Afghanistan,Kunduz,1137168
Shumikha,Russia,Kurgan Oblast,1491999
Shadrinsk,Russia,Kurgan Oblast,1492517
Kurtamysh,Russia,Kurgan Oblast,1501255
Kurgan,Russia,Kurgan Oblast,1501321
Kataysk,Russia,Kurgan Oblast,1504212
Zheleznogorsk,Russia,Kursk Oblast,463343
Shchigry,Russia,Kursk Oblast,495206
L’govskiy,Russia,Kursk Oblast,535334
Kursk,Russia,Kursk Oblast,538560
Kurchatov,Russia,Kursk Oblast,538908
Ryl’sk,Russia,Kursk Oblast,695019
Yurga,Russia,Kuzbass,1485724
Yashkino,Russia,Kuzbass,1486298
Topki,Russia,Kuzbass,1489394
Tayga,Russia,Kuzbass,1489907
Tashtagol,Russia,Kuzbass,1490042
Promyshlennaya,Russia,Kuzbass,1494091
Prokop’yevsk,Russia,Kuzbass,1494114
Polysayevo,Russia,Kuzbass,1494456
Osinniki,Russia,Kuzbass,1495974
Novokuznetsk,Russia,Kuzbass,1496990
Myski,Russia,Kuzbass,1498129
Mezhdurechensk,Russia,Kuzbass,1498920
Mariinsk,Russia,Kuzbass,1499350
Leninsk-Kuznetsky,Russia,Kuzbass,1500665
Kiselëvsk,Russia,Kuzbass,1503277
Kemerovo,Russia,Kuzbass,1503901
Kedrovka,Russia,Kuzbass,1503940
Kaltan,Russia,Kuzbass,1504972
Gur’yevsk,Russia,Kuzbass,1506073
Berëzovskiy,Russia,Kuzbass,1510205
Belovo,Russia,Kuzbass,1510469
Anzhero-Sudzhensk,Russia,Kuzbass,1511494
Rustavi,Georgia,Kvemo Kartli,612287
Marneuli,Georgia,Kvemo Kartli,613074
Tsing Yi Town,Hong Kong,Kwai Tsing,1818483
Kasongo-Lunda,Democratic Republic of the Congo,Kwango,2315026
Sumbe,Angola,Kwanza Sul,3346015
Patigi,Nigeria,Kwara,2324960
